Label,Timestamp,RawValue
RELAX,1761171,4095
RELAX,1761173,4095
RELAX,1761174,3937
RELAX,1761175,3741
RELAX,1761176,3522
RELAX,1761177,3341
RELAX,1761178,3184
RELAX,1761179,3040
RELAX,1761180,2915
RELAX,1761181,2797
RELAX,1761182,2689
RELAX,1761184,2479
RELAX,1761185,2381
RELAX,1761187,2200
RELAX,1761188,2093
RELAX,1761189,1977
RELAX,1761190,1881
RELAX,1761191,1778
RELAX,1761193,1587
RELAX,1761194,1554
RELAX,1761195,1463
RELAX,1761196,1437
RELAX,1761197,1370
RELAX,1761198,1314
RELAX,1761199,1239
RELAX,1761200,1172
RELAX,1761201,1107
RELAX,1761202,1043
RELAX,1761203,970
RELAX,1761205,856
RELAX,1761206,794
RELAX,1761208,738
RELAX,1761209,726
RELAX,1761210,705
RELAX,1761211,691
RELAX,1761213,631
RELAX,1761214,642
RELAX,1761215,593
RELAX,1761216,644
RELAX,1761217,627
RELAX,1761218,580
RELAX,1761219,554
RELAX,1761220,525
RELAX,1761221,493
RELAX,1761222,469
RELAX,1761223,434
RELAX,1761224,400
RELAX,1761225,384
RELAX,1761226,379
RELAX,1761227,336
RELAX,1761228,326
RELAX,1761229,320
RELAX,1761230,320
RELAX,1761232,342
RELAX,1761234,366
RELAX,1761235,323
RELAX,1761236,377
RELAX,1761237,391
RELAX,1761238,395
RELAX,1761239,431
RELAX,1761241,473
RELAX,1761242,494
RELAX,1761243,528
RELAX,1761244,555
RELAX,1761245,581
RELAX,1761246,609
RELAX,1761248,646
RELAX,1761249,653
RELAX,1761250,665
RELAX,1761251,688
RELAX,1761252,719
RELAX,1761253,752
RELAX,1761254,783
RELAX,1761255,803
RELAX,1761256,848
RELAX,1761257,886
RELAX,1761258,926
RELAX,1761259,973
RELAX,1761261,1069
RELAX,1761262,1108
RELAX,1761263,1159
RELAX,1761264,1201
RELAX,1761265,1243
RELAX,1761266,1279
RELAX,1761267,1313
RELAX,1761268,1342
RELAX,1761269,1354
RELAX,1761270,1346
RELAX,1761271,1360
RELAX,1761272,1360
RELAX,1761273,1359
RELAX,1761274,1360
RELAX,1761275,1360
RELAX,1761276,1358
RELAX,1761277,1358
RELAX,1761278,1365
RELAX,1761279,1381
RELAX,1761280,1397
RELAX,1761281,1418
RELAX,1761283,1473
RELAX,1761284,1499
RELAX,1761285,1530
RELAX,1761286,1569
RELAX,1761287,1608
RELAX,1761288,1647
RELAX,1761289,1680
RELAX,1761290,1734
RELAX,1761291,1744
RELAX,1761292,1782
RELAX,1761293,1819
RELAX,1761294,1842
RELAX,1761295,1860
RELAX,1761296,1873
RELAX,1761297,1885
RELAX,1761298,1902
RELAX,1761299,1911
RELAX,1761300,1925
RELAX,1761301,1932
RELAX,1761302,1937
RELAX,1761303,1940
RELAX,1761304,1947
RELAX,1761305,1960
RELAX,1761306,1966
RELAX,1761307,1970
RELAX,1761308,1988
RELAX,1761309,2001
RELAX,1761310,2024
RELAX,1761311,2043
RELAX,1761312,2064
RELAX,1761313,2085
RELAX,1761314,2102
RELAX,1761316,2135
RELAX,1761318,2156
RELAX,1761319,2165
RELAX,1761321,2194
RELAX,1761322,2202
RELAX,1761323,2221
RELAX,1761324,2231
RELAX,1761325,2240
RELAX,1761326,2243
RELAX,1761327,2253
RELAX,1761328,2258
RELAX,1761329,2266
RELAX,1761330,2269
RELAX,1761331,2273
RELAX,1761332,2273
RELAX,1761333,2268
RELAX,1761334,2256
RELAX,1761335,2256
RELAX,1761336,2253
RELAX,1761337,2240
RELAX,1761340,2235
RELAX,1761341,2225
RELAX,1761342,2223
RELAX,1761343,2221
RELAX,1761344,2209
RELAX,1761345,2203
RELAX,1761346,2195
RELAX,1761347,2196
RELAX,1761349,2198
RELAX,1761350,2202
RELAX,1761352,2215
RELAX,1761353,2224
RELAX,1761354,2232
RELAX,1761355,2236
RELAX,1761356,2226
RELAX,1761357,2246
RELAX,1761358,2213
RELAX,1761359,2198
RELAX,1761361,2158
RELAX,1761362,2138
RELAX,1761363,2116
RELAX,1761364,2096
RELAX,1761365,2077
RELAX,1761366,2054
RELAX,1761367,2020
RELAX,1761368,1989
RELAX,1761369,1969
RELAX,1761370,1975
RELAX,1761371,1983
RELAX,1761372,2003
RELAX,1761373,2032
RELAX,1761374,2067
RELAX,1761375,2086
RELAX,1761376,2093
RELAX,1761377,2069
RELAX,1761381,1923
RELAX,1761382,1889
RELAX,1761383,1861
RELAX,1761384,1840
RELAX,1761386,1815
RELAX,1761387,1803
RELAX,1761388,1795
RELAX,1761389,1785
RELAX,1761390,1769
RELAX,1761391,1769
RELAX,1761392,1763
RELAX,1761394,1754
RELAX,1761395,1743
RELAX,1761396,1730
RELAX,1761397,1717
RELAX,1761398,1705
RELAX,1761399,1697
RELAX,1761400,1690
RELAX,1761401,1683
RELAX,1761402,1680
RELAX,1761404,1681
RELAX,1761405,1683
RELAX,1761406,1680
RELAX,1761407,1678
RELAX,1761408,1661
RELAX,1761409,1651
RELAX,1761410,1643
RELAX,1761411,1634
RELAX,1761412,1631
RELAX,1761413,1636
RELAX,1761414,1643
RELAX,1761415,1648
RELAX,1761416,1655
RELAX,1761417,1692
RELAX,1761418,1663
RELAX,1761419,1663
RELAX,1761420,1657
RELAX,1761421,1645
RELAX,1761422,1647
RELAX,1761423,1639
RELAX,1761425,1628
RELAX,1761426,1619
RELAX,1761427,1618
RELAX,1761428,1617
RELAX,1761429,1597
RELAX,1761430,1616
RELAX,1761431,1616
RELAX,1761432,1616
RELAX,1761433,1615
RELAX,1761434,1609
RELAX,1761435,1615
RELAX,1761436,1615
RELAX,1761437,1584
RELAX,1761439,1606
RELAX,1761440,1607
RELAX,1761441,1639
RELAX,1761442,1617
RELAX,1761443,1616
RELAX,1761444,1630
RELAX,1761445,1638
RELAX,1761446,1648
RELAX,1761448,1643
RELAX,1761449,1627
RELAX,1761450,1604
RELAX,1761451,1598
RELAX,1761454,1579
RELAX,1761455,1586
RELAX,1761456,1599
RELAX,1761457,1585
RELAX,1761459,1535
RELAX,1761460,1519
RELAX,1761462,1469
RELAX,1761463,1453
RELAX,1761464,1387
RELAX,1761465,1333
RELAX,1761466,1275
RELAX,1761467,1213
RELAX,1761468,1181
RELAX,1761469,1142
RELAX,1761471,1088
RELAX,1761472,1042
RELAX,1761475,982
RELAX,1761476,957
RELAX,1761477,952
RELAX,1761478,970
RELAX,1761479,960
RELAX,1761480,975
RELAX,1761481,977
RELAX,1761482,981
RELAX,1761483,995
RELAX,1761484,1001
RELAX,1761485,1017
RELAX,1761486,1023
RELAX,1761487,1039
RELAX,1761488,1039
RELAX,1761489,1053
RELAX,1761490,1054
RELAX,1761491,1054
RELAX,1761492,1062
RELAX,1761494,1004
RELAX,1761495,975
RELAX,1761496,945
RELAX,1761497,915
RELAX,1761498,893
RELAX,1761499,871
RELAX,1761501,830
RELAX,1761503,773
RELAX,1761504,736
RELAX,1761505,706
RELAX,1761506,678
RELAX,1761507,659
RELAX,1761508,654
RELAX,1761509,642
RELAX,1761510,629
RELAX,1761511,619
RELAX,1761512,597
RELAX,1761513,581
RELAX,1761514,560
RELAX,1761515,537
RELAX,1761516,511
RELAX,1761519,447
RELAX,1761520,430
RELAX,1761521,407
RELAX,1761522,391
RELAX,1761523,369
RELAX,1761524,357
RELAX,1761525,337
RELAX,1761526,327
RELAX,1761527,313
RELAX,1761528,301
RELAX,1761530,244
RELAX,1761531,214
RELAX,1761532,188
RELAX,1761533,156
RELAX,1761534,122
RELAX,1761535,90
RELAX,1761536,60
RELAX,1761537,27
RELAX,1761538,0
RELAX,1761540,0
RELAX,1761541,0
RELAX,1761542,0
RELAX,1761543,0
RELAX,1761544,0
RELAX,1761545,0
RELAX,1761546,0
RELAX,1761549,0
RELAX,1761550,0
RELAX,1761551,0
RELAX,1761552,0
RELAX,1761553,0
RELAX,1761554,0
RELAX,1761555,0
RELAX,1761556,0
RELAX,1761557,0
RELAX,1761558,0
RELAX,1761559,0
RELAX,1761560,0
RELAX,1761561,0
RELAX,1761562,0
RELAX,1761563,0
RELAX,1761565,58
RELAX,1761566,108
RELAX,1761567,156
RELAX,1761569,256
RELAX,1761570,304
RELAX,1761571,357
RELAX,1761572,410
RELAX,1761573,463
RELAX,1761575,579
RELAX,1761576,642
RELAX,1761577,703
RELAX,1761578,763
RELAX,1761579,818
RELAX,1761580,880
RELAX,1761581,937
RELAX,1761583,1058
RELAX,1761584,1118
RELAX,1761585,1179
RELAX,1761586,1232
RELAX,1761587,1282
RELAX,1761588,1329
RELAX,1761589,1371
RELAX,1761590,1409
RELAX,1761591,1438
RELAX,1761592,1469
RELAX,1761593,1498
RELAX,1761594,1535
RELAX,1761595,1579
RELAX,1761596,1617
RELAX,1761597,1667
RELAX,1761598,1717
RELAX,1761599,1776
RELAX,1761600,1833
RELAX,1761601,1895
RELAX,1761602,1961
RELAX,1761604,2096
RELAX,1761605,2150
RELAX,1761606,2222
RELAX,1761607,2282
RELAX,1761609,2405
RELAX,1761610,2483
RELAX,1761611,2516
RELAX,1761612,2590
RELAX,1761613,2640
RELAX,1761614,2699
RELAX,1761616,2815
RELAX,1761617,2882
RELAX,1761619,3022
RELAX,1761620,3101
RELAX,1761621,3179
RELAX,1761622,3286
RELAX,1761623,3388
RELAX,1761624,3510
RELAX,1761625,3664
RELAX,1761626,3827
RELAX,1761627,3997
RELAX,1761628,4095
RELAX,1761631,4095
RELAX,1761632,4095
RELAX,1761633,4095
RELAX,1761634,4095
RELAX,1761635,4095
RELAX,1761636,4095
RELAX,1761637,4095
RELAX,1761638,4095
RELAX,1761639,4095
RELAX,1761640,4095
RELAX,1761641,4095
RELAX,1761642,4095
RELAX,1761643,4095
RELAX,1761644,4095
RELAX,1761645,4095
RELAX,1761646,4095
RELAX,1761647,4095
RELAX,1761648,4095
RELAX,1761649,4095
RELAX,1761650,4095
RELAX,1761651,4095
RELAX,1761652,4095
RELAX,1761653,4095
RELAX,1761654,4095
RELAX,1761655,4095
RELAX,1761656,4095
RELAX,1761657,4095
RELAX,1761658,4095
RELAX,1761659,4095
RELAX,1761660,4095
RELAX,1761661,4095
RELAX,1761662,4095
RELAX,1761663,4095
RELAX,1761664,4095
RELAX,1761665,4095
RELAX,1761666,4095
RELAX,1761667,4095
RELAX,1761668,4095
RELAX,1761669,4095
RELAX,1761670,4095
RELAX,1761671,4095
RELAX,1761672,4095
RELAX,1761673,4095
RELAX,1761674,4095
RELAX,1761675,4095
RELAX,1761676,4095
RELAX,1761677,4095
RELAX,1761678,4095
RELAX,1761679,4095
RELAX,1761680,4095
RELAX,1761681,4095
RELAX,1761682,4095
RELAX,1761684,4095
RELAX,1761685,4095
RELAX,1761686,4095
RELAX,1761687,4095
RELAX,1761688,4095
RELAX,1761689,4095
RELAX,1761690,4095
RELAX,1761692,4095
RELAX,1761693,4095
RELAX,1761694,4095
RELAX,1761695,4095
RELAX,1761696,4095
RELAX,1761697,4095
RELAX,1761698,4095
RELAX,1761699,4095
RELAX,1761700,4095
RELAX,1761701,4095
RELAX,1761702,4095
RELAX,1761703,4095
RELAX,1761704,4095
RELAX,1761705,4095
RELAX,1761706,4095
RELAX,1761708,4095
RELAX,1761709,4095
RELAX,1761710,4095
RELAX,1761711,4095
RELAX,1761712,4095
RELAX,1761713,4095
RELAX,1761714,4095
RELAX,1761715,4095
RELAX,1761716,4095
RELAX,1761717,4092
RELAX,1761718,3946
RELAX,1761719,3792
RELAX,1761720,3670
RELAX,1761723,3261
RELAX,1761724,3195
RELAX,1761725,3098
RELAX,1761726,3029
RELAX,1761727,2976
RELAX,1761729,2896
RELAX,1761730,2866
RELAX,1761731,2841
RELAX,1761732,2818
RELAX,1761733,2802
RELAX,1761734,2822
RELAX,1761735,2781
RELAX,1761736,2768
RELAX,1761738,2752
RELAX,1761739,2743
RELAX,1761740,2736
RELAX,1761741,2725
